"invoiceNo","channel","customer","product","category","price","datetime","quantity","amount","category2","cost"
"N175","s1","c6","p202","kind3",2280,2015-01-21 20:32:40,1,1729,"sub2",1150.42
"N142","s1","c7","p203","kind3",2780,2015-01-28 21:38:03,1,2110,"sub1",1402.62
"N164","s1","c92","p204","kind3",2580,2015-01-20 11:35:28,1,2205,"sub2",1301.74
"N176","s1","c102","p205","kind3",2580,2015-01-17 20:49:27,1,1958,"sub1",1301.74
"N129","s1","c9","p206","kind3",2780,2015-01-26 19:38:21,1,2109,"sub1",1402.23
"N21","s1","c15","p207","kind3",3080,2015-01-06 16:43:47,1,2150,"sub1",1553.94
"N79","s1","c9","p208","kind10",3550,2015-01-27 15:11:28,1,2698,"sub1",1893.93
"N47","s1","c9","p209","kind11",2550,2015-01-27 19:54:29,1,1933,"sub1",1360.43
"N177","s1","c9","p208","kind10",3550,2015-01-27 16:50:11,1,2698,"sub1",1893.93
"N178","s1","c9","p210","kind11",1850,2015-01-06 22:03:14,1,1400,"sub1",986.98
"N10","s1","c9","p211","kind11",1550,2015-01-13 18:26:59,1,1178,"sub1",826.93
"N88","s1","c9","p211","kind11",1550,2015-01-17 20:53:55,1,1178,"sub1",751.75
"N179","s1","c65","p212","kind11",1850,2015-01-07 18:14:55,1,1400,"sub1",986.98
"N10","s1","c9","p211","kind11",1550,2015-01-13 18:32:30,1,1178,"sub1",826.93
"N11","s1","c9","p212","kind11",2950,2015-01-29 22:25:21,1,2242,"sub1",1430.75
"N180","s1","c9","p213","kind11",2450,2015-01-24 18:34:59,1,1862,"sub1",1307.08
"N181","s1","c103","p213","kind11",3450,2015-01-24 15:25:13,1,2622,"sub1",1673.25
"N182","s1","c9","p214","kind11",2350,2015-01-02 20:52:13,1,1786,"sub1",1253.73
"N183","s1","c104","p212","kind11",2950,2015-01-06 20:00:47,1,2240,"sub1",1573.83
"N184","s1","c6","p213","kind11",2450,2015-01-25 20:55:23,1,1860,"sub1",1307.08
"N182","s1","c9","p214","kind11",2350,2015-01-02 20:53:47,1,1786,"sub1",1253.73
"N185","s1","c105","p212","kind11",2950,2015-01-11 16:54:21,1,2240,"sub1",1430.75
"N149","s1","c6","p215","kind11",3550,2015-01-25 14:40:13,1,2698,"sub1",1893.93
"N47","s1","c9","p216","kind11",2250,2015-01-27 19:33:35,1,1710,"sub1",1200.38
"N186","s1","c9","p213","kind11",2450,2015-01-24 14:20:53,1,1860,"sub1",1307.08
"N147","s1","c9","p208","kind10",3350,2015-01-30 18:02:08,1,2488,"sub1",1787.23
"N145","s1","c9","p208","kind10",3350,2015-01-29 21:17:58,1,2546,"sub1",1787.23
"N142","s1","c7","p217","kind11",2950,2015-01-28 21:51:41,1,2242,"sub1",1430.75
"N102","s1","c9","p208","kind10",3650,2015-01-27 17:14:11,1,2774,"sub1",1947.28
"N50","s1","c9","p212","kind11",2650,2015-01-26 19:48:44,1,2014,"sub1",1413.78
"N187","s1","c9","p212","kind11",2650,2015-01-26 21:45:46,1,2010,"sub1",1413.78
"N146","s1","c2","p208","kind10",2450,2015-01-04 11:57:49,1,1862,"sub1",1307.08
"N188","s1","c106","p218","kind11",2750,2015-01-27 18:48:08,1,2090,"sub1",1467.13
"N189","s1","c107","p216","kind11",3450,2015-01-28 17:04:39,1,2620,"sub1",1673.25
"N111","s1","c11","p212","kind11",2850,2015-01-05 13:11:13,1,1796,"sub1",1520.48
"N122","s1","c75","p219","kind11",2550,2015-01-11 21:23:24,1,1938,"sub1",1236.75
"N190","s1","c108","p208","kind10",2850,2015-01-04 15:05:35,1,2166,"sub1",1382.25
"N115","s1","c2","p220","kind12",0,2015-01-31 12:28:51,1,0,"sub5",0
"N59","s1","c9","p220","kind12",0,2015-01-31 12:09:26,1,0,"sub5",0
"N147","s1","c9","p220","kind12",0,2015-01-30 18:07:36,1,0,"sub5",0
"N19","s1","c13","p220","kind12",0,2015-01-30 11:39:45,2,0,"sub5",0
"N46","s1","c2","p220","kind12",0,2015-01-31 12:58:45,1,0,"sub5",0
"N170","s1","c98","p221","kind13",150,2015-01-17 21:00:40,2,118,"sub1",35
"N5","s1","c5","p221","kind13",150,2015-01-31 12:37:59,2,118,"sub1",35
"N186","s1","c9","p221","kind13",150,2015-01-24 14:19:17,2,118,"sub1",35
"N59","s1","c9","p221","kind13",150,2015-01-31 12:01:53,1,57,"sub1",35
"N59","s1","c9","p222","kind12",0,2015-01-31 11:55:14,1,0,"sub5",0
"N147","s1","c9","p222","kind12",0,2015-01-30 18:12:42,1,0,"sub5",0
"N115","s1","c2","p222","kind12",0,2015-01-31 12:47:08,1,0,"sub5",0
"N19","s1","c13","p222","kind12",0,2015-01-30 11:31:23,2,0,"sub5",0
"N46","s1","c2","p222","kind12",0,2015-01-31 12:46:04,1,0,"sub5",0
"N19","s1","c13","p223","kind12",0,2015-01-30 11:35:08,1,0,"sub5",0
"N59","s1","c9","p224","kind12",0,2015-01-31 11:52:04,1,2,"sub1",0
"N147","s1","c9","p224","kind12",0,2015-01-30 17:58:50,1,1,"sub1",0
"N115","s1","c2","p225","kind12",0,2015-01-31 12:28:26,1,0,"sub5",0
"N19","s1","c13","p224","kind12",0,2015-01-30 11:37:49,1,1,"sub1",0
"N46","s1","c2","p224","kind12",0,2015-01-31 12:39:37,1,2,"sub1",0
"N41","s1","c30","p226","kind12",0,2015-01-02 20:08:47,1,0,"sub1",0
"N71","s1","c49","p226","kind12",0,2015-01-02 19:01:44,1,0,"sub1",0
"N29","s1","c19","p226","kind12",0,2015-01-03 21:18:06,1,0,"sub1",0
"N73","s1","c50","p227","kind12",0,2015-01-04 20:25:16,1,0,"sub1",0
"N27","s1","c18","p227","kind12",0,2015-01-03 18:26:30,1,0,"sub1",0
"N41","s1","c30","p227","kind12",0,2015-01-02 19:50:48,1,0,"sub1",0
"N71","s1","c49","p227","kind12",0,2015-01-02 19:00:17,1,0,"sub1",0
"N29","s1","c19","p227","kind12",0,2015-01-03 21:36:14,1,0,"sub1",0
"N145","s1","c9","p228","kind12",0,2015-01-29 21:23:17,1,0,"sub1",0
"N102","s1","c9","p228","kind12",0,2015-01-27 17:25:50,1,0,"sub1",0
"N177","s1","c9","p228","kind12",0,2015-01-27 17:12:21,1,0,"sub1",0
"N147","s1","c9","p228","kind12",0,2015-01-30 18:02:47,1,0,"sub1",0
"N47","s1","c9","p229","kind12",0,2015-01-27 19:48:09,2,0,"sub1",0
"N79","s1","c9","p228","kind12",0,2015-01-27 15:23:15,1,0,"sub1",0
"N191","s1","c109","p230","kind14",30,2015-01-01 14:51:15,2,50,"sub1",11
"N3","s1","c3","p231","kind15",200,2015-01-14 21:52:36,1,150,"sub6",66.5
"N191","s1","c109","p232","kind14",240,2015-01-01 14:29:27,1,240,"sub1",185
"N191","s1","c109","p233","kind14",900,2015-01-01 14:45:48,1,720,"sub3",257
"N152","s1","c2","p233","kind14",900,2015-01-10 20:47:54,1,720,"sub1",257
"N191","s1","c109","p233","kind14",900,2015-01-01 14:47:37,1,720,"sub1",257
"N8","s1","c7","p234","kind14",20,2015-01-28 20:19:32,2,0,"sub1",5
"N11","s1","c9","p235","kind14",130,2015-01-29 22:13:12,1,100,"sub1",62
"N192","s2","c110","p236","kind2",1290,2015-01-11 13:38:40,1,979,"sub1",600.62
"N193","s2","c6","p76","kind2",790,2015-01-23 17:01:33,1,523,"sub2",398.48
"N194","s2","c2","p237","kind2",1090,2015-01-03 13:52:16,1,820,"sub1",507.5
"N195","s2","c9","p238","kind2",1890,2015-01-20 16:58:31,1,1436,"sub1",879.98
"N196","s2","c111","p76","kind2",790,2015-01-03 18:25:46,1,440,"sub2",398.67
"N197","s2","c2","p237","kind2",1090,2015-01-24 13:13:44,1,827,"sub1",507.5
"N198","s2","c112","p76","kind2",790,2015-01-17 16:56:03,1,523,"sub2",398.67
"N194","s2","c2","p237","kind2",1090,2015-01-03 14:10:43,1,820,"sub1",507.5
"N199","s2","c113","p239","kind2",700,2015-01-23 18:15:07,1,530,"sub1",325.92
"N200","s2","c2","p239","kind2",700,2015-01-17 11:32:21,1,532,"sub1",325.92
"N201","s2","c114","p240","kind2",1890,2015-01-01 21:58:14,1,1435,"sub1",879.98
"N202","s2","c2","p238","kind2",1890,2015-01-01 17:42:31,1,1435,"sub1",879.98
"N203","s2","c115","p76","kind2",790,2015-01-03 14:51:26,1,520,"sub2",398.67
"N204","s2","c110","p237","kind2",1090,2015-01-06 21:06:05,1,827,"sub1",507.5
"N205","s2","c6","p241","kind2",2290,2015-01-31 18:13:08,1,1740,"sub1",1066.22
"N206","s2","c2","p242","kind2",2490,2015-01-24 12:58:21,1,1890,"sub1",1159.34
"N207","s2","c2","p243","kind2",2890,2015-01-20 19:38:57,1,2196,"sub2",1457.72
"N208","s2","c9","p242","kind2",2490,2015-01-02 14:23:29,1,1892,"sub1",1159.34
"N209","s2","c116","p243","kind2",2890,2015-01-01 19:06:19,1,2196,"sub2",1457.72
"N210","s2","c6","p76","kind2",790,2015-01-16 16:56:14,1,524,"sub2",398.67
"N211","s2","c2","p244","kind2",1190,2015-01-03 20:27:10,1,903,"sub1",554.06
"N212","s2","c9","p245","kind2",550,2015-01-18 11:27:28,1,418,"sub1",256.08
"N213","s2","c117","p244","kind2",1190,2015-01-23 16:08:47,1,901,"sub1",554.06
"N214","s2","c118","p246","kind2",790,2015-01-17 19:17:50,1,599,"sub1",367.82
"N215","s2","c119","p247","kind2",1090,2015-01-29 14:28:50,1,828,"sub1",507.5
"N216","s2","c120","p248","kind2",2690,2015-01-09 15:37:51,1,1720,"sub1",1252.46
"N217","s2","c2","p249","kind2",2690,2015-01-30 14:07:00,1,1991,"sub4",1252.46
"N218","s2","c121","p90","kind2",170,2015-01-23 14:50:51,1,128,"sub3",79.15
"N219","s2","c2","p250","kind2",190,2015-01-31 14:22:18,1,143,"sub3",88.46
"N220","s2","c122","p250","kind2",190,2015-01-24 15:07:00,1,143,"sub3",88.46
"N221","s2","c2","p90","kind2",170,2015-01-17 13:09:32,1,127,"sub3",79.15
"N222","s2","c123","p251","kind2",160,2015-01-17 17:34:39,1,119,"sub3",74.5
"N223","s2","c9","p251","kind2",160,2015-01-14 21:53:22,1,122,"sub3",74.5
"N224","s2","c9","p251","kind2",160,2015-01-16 19:50:59,1,122,"sub3",74.5
"N225","s2","c124","p251","kind2",160,2015-01-25 21:25:23,1,119,"sub3",74.5
"N222","s2","c123","p251","kind2",160,2015-01-17 17:40:09,1,119,"sub3",74.5
"N222","s2","c123","p251","kind2",160,2015-01-17 17:49:14,1,119,"sub3",74.5
"N225","s2","c124","p251","kind2",160,2015-01-25 21:09:22,1,119,"sub3",74.5
"N222","s2","c123","p251","kind2",160,2015-01-17 17:44:24,1,119,"sub3",74.5
"N218","s2","c121","p90","kind2",170,2015-01-23 15:03:34,1,128,"sub3",79.15
"N226","s2","c2","p252","kind2",160,2015-01-09 17:40:50,1,119,"sub3",74.5
"N227","s2","c125","p252","kind2",160,2015-01-09 15:35:07,1,120,"sub3",74.5
"N228","s2","c120","p248","kind2",2690,2015-01-13 15:38:36,1,1720,"sub1",1252.46
"N229","s2","c126","p253","kind2",1690,2015-01-11 14:33:16,1,1520,"sub4",786.86
"N230","s2","c127","p253","kind2",1690,2015-01-21 15:50:47,1,1520,"sub4",786.86
"N231","s2","c126","p253","kind2",1690,2015-01-08 18:49:25,1,1520,"sub4",786.86
"N232","s2","c2","p254","kind2",2490,2015-01-20 18:31:49,1,1890,"sub4",1159.34
"N233","s2","c128","p255","kind2",1690,2015-01-11 20:14:15,1,1283,"sub1",786.86
"N234","s2","c129","p256","kind2",1490,2015-01-08 11:24:11,1,1274,"sub4",693.74
"N235","s2","c130","p257","kind2",1690,2015-01-19 21:21:48,1,1283,"sub1",786.86
"N236","s2","c2","p258","kind2",1690,2015-01-24 18:55:15,1,1283,"sub4",786.86
"N237","s2","c2","p257","kind2",1690,2015-01-16 14:28:55,1,1268,"sub1",786.86
"N238","s2","c126","p253","kind2",1690,2015-01-11 14:45:10,-1,-1520,"sub4",786.86
"N239","s2","c2","p258","kind2",1690,2015-01-23 20:27:25,1,1283,"sub4",786.86
"N240","s2","c9","p258","kind2",1690,2015-01-21 22:11:20,1,1284,"sub4",786.86
"N241","s2","c131","p259","kind2",3090,2015-01-26 20:40:11,1,2780,"sub1",1438.7
"N242","s2","c2","p260","kind2",1490,2015-01-25 14:39:45,1,1340,"sub4",693.74
"N243","s2","c132","p261","kind2",3090,2015-01-28 15:11:43,1,2780,"sub1",1438.7
"N244","s2","c2","p255","kind2",1690,2015-01-30 21:02:57,1,1283,"sub4",786.86
"N232","s2","c2","p256","kind2",1490,2015-01-20 18:50:20,1,1340,"sub4",693.74
"N245","s2","c126","p253","kind2",1690,2015-01-09 17:14:16,-1,-1520,"sub4",786.86
"N246","s2","c9","p258","kind2",1690,2015-01-21 22:03:10,-1,-1284,"sub4",786.86
"N247","s2","c133","p262","kind2",1390,2015-01-26 21:45:56,1,1055,"sub1",647.18
"N248","s2","c134","p255","kind2",1690,2015-01-30 20:54:15,1,1283,"sub4",786.86
"N249","s2","c2","p263","kind2",990,2015-01-17 16:46:22,1,751,"sub4",460.94
"N250","s2","c128","p264","kind2",1690,2015-01-12 21:32:25,1,1283,"sub1",786.86
"N244","s2","c2","p255","kind2",1690,2015-01-30 21:11:42,-1,-1283,"sub4",786.86
"N251","s2","c135","p265","kind2",200,2015-01-20 19:31:48,1,126,"sub3",93.12
"N230","s2","c127","p266","kind2",990,2015-01-21 15:54:16,1,750,"sub4",460.94
"N252","s2","c120","p267","kind2",1590,2015-01-11 15:30:09,1,1016,"sub4",740.3
"N253","s2","c2","p268","kind2",490,2015-01-31 14:46:58,1,370,"sub1",228.14
"N254","s2","c2","p269","kind2",2090,2015-01-09 21:25:34,1,1587,"sub1",973.1
"N255","s2","c2","p270","kind2",990,2015-01-28 21:40:41,1,750,"sub1",460.94
"N235","s2","c130","p271","kind2",1990,2015-01-19 21:15:18,1,1511,"sub4",926.54
"N256","s2","c2","p267","kind2",1590,2015-01-07 18:50:56,1,1200,"sub4",740.3
"N257","s2","c120","p272","kind2",1890,2015-01-15 13:01:20,1,1208,"sub1",879.98
"N258","s2","c120","p262","kind2",1390,2015-01-17 18:21:23,1,888,"sub1",647.18
"N215","s2","c119","p273","kind2",1790,2015-01-29 14:23:32,1,1360,"sub4",833.42
"N259","s2","c136","p274","kind2",3090,2015-01-09 16:03:50,1,2345,"sub4",1438.67
"N204","s2","c110","p271","kind2",1990,2015-01-06 21:06:45,1,1511,"sub4",926.54
"N260","s2","c137","p275","kind2",1490,2015-01-27 21:28:16,1,939,"sub1",693.73
"N261","s2","c138","p275","kind2",1490,2015-01-28 19:08:24,1,939,"sub1",693.73
"N262","s2","c139","p267","kind2",1590,2015-01-10 21:19:20,1,1207,"sub4",740.3
"N243","s2","c132","p275","kind2",1490,2015-01-28 14:59:45,1,1130,"sub1",693.73
"N217","s2","c2","p276","kind2",1290,2015-01-30 14:04:39,1,954,"sub4",600.62
"N263","s2","c2","p277","kind2",690,2015-01-29 13:46:19,1,620,"sub3",321.26
"N264","s2","c140","p278","kind2",490,2015-01-31 17:19:46,1,370,"sub1",228.14
"N242","s2","c2","p266","kind2",990,2015-01-25 14:31:54,1,750,"sub4",460.75
"N265","s2","c2","p266","kind2",990,2015-01-10 14:13:17,1,750,"sub4",460.75
"N266","s2","c2","p279","kind2",1090,2015-01-30 15:05:58,1,827,"sub4",507.5
"N267","s2","c141","p279","kind2",1090,2015-01-18 13:58:08,1,870,"sub1",507.5
"N268","s2","c2","p280","kind2",2690,2015-01-17 22:17:10,1,2044,"sub4",1252.4
"N266","s2","c2","p279","kind2",1090,2015-01-30 15:05:03,1,827,"sub1",507.5
"N269","s2","c142","p281","kind2",2290,2015-01-19 21:24:12,1,1739,"sub1",1066.22
"N270","s2","c137","p282","kind2",2890,2015-01-09 19:31:58,1,1849,"sub1",1345.58
"N232","s2","c2","p276","kind2",1290,2015-01-20 18:42:39,1,970,"sub4",600.62
"N265","s2","c2","p283","kind2",2490,2015-01-10 14:20:42,1,1890,"sub1",1159.34
"N223","s2","c9","p284","kind2",1090,2015-01-14 21:47:08,1,828,"sub4",507.5
"N266","s2","c2","p285","kind2",1190,2015-01-30 15:07:44,1,901,"sub4",554.06
"N271","s2","c143","p284","kind2",1090,2015-01-13 13:33:58,1,827,"sub4",507.5
"N272","s2","c144","p286","kind2",1890,2015-01-05 19:52:57,1,1435,"sub1",879.98
"N273","s2","c2","p284","kind2",1090,2015-01-15 14:36:17,1,827,"sub4",507.5
"N274","s2","c2","p141","kind2",1990,2015-01-20 21:33:52,1,1511,"sub1",926.54
"N275","s2","c2","p284","kind2",1090,2015-01-22 12:07:06,1,827,"sub4",507.5
"N276","s2","c145","p285","kind2",1190,2015-01-12 11:57:22,1,900,"sub4",554.06
"N277","s2","c2","p287","kind2",1590,2015-01-26 18:37:30,1,1207,"sub1",740.3
"N278","s2","c145","p288","kind2",1790,2015-01-12 11:38:35,1,1355,"sub4",833.41
"N213","s2","c117","p289","kind2",2290,2015-01-23 16:11:56,1,1739,"sub4",1066.22
"N279","s2","c146","p290","kind2",4290,2015-01-11 17:44:23,1,3260,"sub1",1997.42
"N280","s2","c147","p280","kind2",2690,2015-01-13 17:05:42,1,2044,"sub1",1252.46
"N197","s2","c2","p123","kind2",1990,2015-01-24 12:58:50,1,1511,"sub1",926.52
"N243","s2","c132","p291","kind2",1890,2015-01-28 14:53:43,1,1430,"sub1",879.98
"N281","s2","c2","p292","kind2",2490,2015-01-10 22:06:09,1,1892,"sub1",1159.34
"N282","s2","c148","p290","kind2",4290,2015-01-01 17:49:31,1,3260,"sub1",1997.42
"N283","s2","c6","p123","kind2",1990,2015-01-01 11:44:07,1,1510,"sub1",926.52
"N195","s2","c9","p293","kind2",2090,2015-01-20 16:51:48,1,1588,"sub1",973.1
"N284","s2","c2","p287","kind2",1590,2015-01-08 12:04:29,1,1207,"sub1",740.3
"N285","s2","c137","p294","kind2",1490,2015-01-18 16:09:47,1,952,"sub4",693.74
"N286","s2","c2","p270","kind2",990,2015-01-28 21:30:57,1,750,"sub4",460.94
"N205","s2","c6","p295","kind2",1990,2015-01-31 18:12:46,1,1510,"sub4",926.54
"N287","s2","c2","p296","kind2",2890,2015-01-11 16:55:27,1,2196,"sub1",1345.58
"N288","s2","c6","p297","kind2",1490,2015-01-11 16:50:18,1,1130,"sub1",693.74
"N289","s2","c149","p291","kind2",1890,2015-01-26 21:57:50,1,1435,"sub1",879.98
"N259","s2","c136","p298","kind2",1890,2015-01-09 16:12:14,1,1435,"sub1",879.98
"N223","s2","c9","p299","kind2",1690,2015-01-14 21:44:05,1,1284,"sub4",786.86
"N290","s2","c2","p298","kind2",1890,2015-01-08 21:29:35,1,1435,"sub4",879.98
"N291","s2","c150","p300","kind2",3090,2015-01-31 12:41:10,1,1976,"sub4",1438.7
"N292","s2","c6","p288","kind2",1790,2015-01-11 19:00:39,1,1360,"sub4",833.41
"N265","s2","c2","p298","kind2",1890,2015-01-10 14:05:22,1,1435,"sub4",879.98
"N293","s2","c151","p301","kind2",990,2015-01-23 14:54:09,1,750,"sub1",460.94
"N294","s2","c2","p302","kind2",1890,2015-01-14 20:36:55,1,1435,"sub4",879.98
"N295","s2","c152","p299","kind2",1690,2015-01-21 14:52:57,1,1283,"sub4",786.86
"N296","s2","c153","p303","kind2",2490,2015-01-02 17:09:47,1,1892,"sub1",1159.32
"N297","s2","c2","p290","kind2",4290,2015-01-03 16:23:21,1,3260,"sub1",1997.42
"N298","s2","c115","p304","kind2",890,2015-01-06 20:28:14,1,675,"sub1",414.38
"N299","s2","c9","p305","kind2",3990,2015-01-05 19:53:05,1,3032,"sub1",1857.71
"N215","s2","c119","p306","kind2",1090,2015-01-29 14:53:13,1,545,"sub1",507.5
"N292","s2","c6","p307","kind2",2490,2015-01-11 19:04:51,1,1892,"sub4",1159.34
"N195","s2","c9","p308","kind2",2490,2015-01-20 16:47:44,1,1892,"sub1",1159.34
"N300","s2","c2","p123","kind2",1990,2015-01-18 17:20:43,1,1510,"sub1",926.52
"N296","s2","c153","p293","kind2",2090,2015-01-02 16:59:59,1,1587,"sub1",973.1
"N301","s2","c2","p309","kind2",4590,2015-01-24 12:30:15,1,3485,"sub1",2137.1
"N302","s2","c2","p310","kind2",1090,2015-01-13 19:48:16,1,827,"sub1",507.5
"N303","s2","c2","p292","kind2",2490,2015-01-13 21:05:02,1,1892,"sub1",1159.34
"N276","s2","c145","p310","kind2",1090,2015-01-12 11:49:05,1,820,"sub1",507.5
"N304","s2","c111","p310","kind2",1090,2015-01-17 11:39:22,1,687,"sub4",507.5
"N305","s2","c154","p76","kind2",790,2015-01-16 21:27:33,1,523,"sub1",348.04
"N306","s2","c54","p311","kind16",580,2015-01-25 11:49:03,1,365,"sub3",284.2
"N307","s2","c155","p312","kind16",1580,2015-01-05 21:52:23,1,1422,"sub1",774.2
"N308","s2","c2","p313","kind16",2380,2015-01-09 21:08:22,1,2143,"sub1",1166.2
"N309","s2","c9","p314","kind16",1580,2015-01-31 18:31:30,1,1242,"sub4",676.2
"N310","s2","c2","p315","kind16",1080,2015-01-23 20:46:13,1,970,"sub1",529.2
"N311","s2","c156","p316","kind16",3680,2015-01-11 19:05:50,1,3128,"sub1",1983.52
"N312","s2","c2","p317","kind16",480,2015-01-18 20:38:15,1,430,"sub1",235.2
"N313","s2","c157","p318","kind16",1780,2015-01-11 20:35:57,1,1513,"sub1",872.2
"N314","s2","c2","p314","kind16",1580,2015-01-29 17:52:23,1,1173,"sub4",676.2
"N315","s2","c158","p312","kind16",1580,2015-01-03 21:40:00,1,1343,"sub1",774.2
"N316","s2","c159","p319","kind16",2180,2015-01-26 20:43:51,-1,-1853,"sub1",1068.2
"N317","s2","c9","p320","kind16",2780,2015-01-16 21:21:54,1,2363,"sub1",1362.2
"N318","s2","c160","p311","kind16",580,2015-01-21 22:19:38,1,580,"sub3",284.2
"N319","s2","c2","p321","kind16",1380,2015-01-25 17:39:05,1,1240,"sub1",676.2
"N320","s2","c161","p322","kind16",3380,2015-01-02 19:29:17,1,2360,"sub1",1821.82
"N321","s2","c9","p323","kind16",2280,2015-01-18 21:49:05,1,1590,"sub1",1117.2
"N322","s2","c2","p324","kind16",380,2015-01-17 13:12:28,1,340,"sub1",186.2
"N323","s2","c159","p319","kind16",2180,2015-01-25 21:47:17,1,1853,"sub1",1068.2
"N307","s2","c155","p325","kind16",880,2015-01-05 22:00:32,1,792,"sub4",431.2
"N324","s2","c54","p317","kind16",480,2015-01-15 17:56:30,1,302,"sub1",235.2
"N325","s2","c162","p321","kind16",1380,2015-01-10 19:21:11,1,1173,"sub1",676.2
"N326","s2","c150","p326","kind16",1880,2015-01-10 19:42:02,1,1184,"sub4",1013.32
"N319","s2","c2","p327","kind16",980,2015-01-25 17:40:57,1,880,"sub4",480.2
"N327","s2","c163","p328","kind16",980,2015-01-19 18:11:20,1,833,"sub1",480.2
"N316","s2","c159","p329","kind16",980,2015-01-26 20:56:57,1,833,"sub4",480.2
"N328","s2","c164","p330","kind16",3180,2015-01-18 22:13:53,1,2220,"sub1",1558.2
"N329","s2","c2","p331","kind16",1680,2015-01-01 19:01:23,1,1512,"sub1",823.2
"N330","s2","c165","p332","kind16",1780,2015-01-01 19:04:18,1,1513,"sub1",872.2
"N331","s2","c166","p333","kind16",1080,2015-01-15 21:32:50,1,918,"sub1",582.12
"N332","s2","c167","p334","kind16",4680,2015-01-29 21:22:52,1,3978,"sub1",2522.52
"N333","s2","c54","p335","kind16",750,2015-01-15 18:09:20,1,472,"sub1",367.5
"N334","s2","c150","p336","kind16",1980,2015-01-31 16:33:27,1,1247,"sub1",970.2
"N335","s2","c168","p337","kind16",1880,2015-01-16 16:35:01,1,1690,"sub1",921.2
"N336","s2","c2","p338","kind16",1380,2015-01-04 15:26:32,1,1242,"sub1",676.2
"N310","s2","c2","p339","kind16",1380,2015-01-23 20:44:40,1,1240,"sub1",676.2
"N337","s2","c169","p340","kind16",1280,2015-01-02 19:30:40,1,1088,"sub1",627.2
"N316","s2","c159","p341","kind16",1980,2015-01-26 21:11:05,1,1380,"sub1",970.2
"N338","s2","c170","p342","kind16",3980,2015-01-30 21:49:40,1,3980,"sub1",2145.22
"N339","s2","c2","p343","kind16",1980,2015-01-10 13:14:23,1,1780,"sub1",970.2
"N317","s2","c9","p344","kind16",3880,2015-01-16 21:18:59,1,3298,"sub1",2091.32
"N340","s2","c117","p345","kind16",1980,2015-01-23 16:21:55,1,1380,"sub1",970.2
"N341","s2","c150","p346","kind16",1080,2015-01-18 21:07:06,1,806,"sub1",529.2
"N342","s2","c2","p347","kind2",1990,2015-01-21 21:19:34,1,1511,"sub1",926.54
"N343","s2","c2","p348","kind2",1390,2015-01-21 12:09:16,1,1055,"sub1",647.18
"N274","s2","c2","p349","kind2",1090,2015-01-20 21:37:48,1,827,"sub1",507.5
"N343","s2","c2","p348","kind2",1390,2015-01-21 12:04:55,-1,-1055,"sub1",647.18
"N344","s2","c137","p350","kind2",2890,2015-01-04 11:15:49,1,1848,"sub1",1345.58
"N241","s2","c131","p351","kind2",2090,2015-01-26 20:47:11,1,1587,"sub1",973.08
"N237","s2","c2","p352","kind2",2090,2015-01-16 14:03:52,1,1568,"sub1",973.1
"N247","s2","c133","p351","kind2",2090,2015-01-26 21:47:42,1,1580,"sub4",973.08
"N241","s2","c131","p353","kind2",1790,2015-01-26 20:57:20,-1,-1343,"sub1",833.41
"N345","s2","c126","p354","kind2",1090,2015-01-13 18:46:23,1,545,"sub1",507.5
"N346","s2","c171","p352","kind2",2090,2015-01-20 20:34:40,1,1587,"sub1",973.1
"N347","s2","c2","p350","kind2",2890,2015-01-06 19:20:40,1,2179,"sub1",1345.58
"N348","s2","c2","p351","kind2",2090,2015-01-01 18:53:05,1,1587,"sub1",973.08
"N345","s2","c126","p354","kind2",1090,2015-01-13 18:18:56,1,545,"sub1",507.5
"N349","s2","c172","p355","kind2",3990,2015-01-21 18:55:27,1,3590,"sub1",2012.4
"N224","s2","c9","p142","kind2",190,2015-01-16 19:46:22,1,144,"sub3",88.46
"N350","s2","c2","p356","kind2",240,2015-01-13 12:59:39,-1,-181,"sub3",111.74
"N350","s2","c2","p356","kind2",240,2015-01-13 13:07:28,-1,-181,"sub3",111.74
